Title,Authors,Abstract,URL,Paper ID
The association between parenting quality and offspring's biological aging evaluated by telomere length: A systematic review and meta-analysis.,"Shlomit Fogel-Yaakobi, Ilanit Gordon, Michal Lavidor, Or Burstein, Neta Salomon, D. Shai","There is widespread agreement that offspring are shaped by the parenting they receive in early childhood. This development is intertwined with offspring's biological functioning, evidenced by their telomeres length (TL)-a key biomarker of aging. Until recently, most studies have focused on the detrimental implications of negative parenting for offspring's TL. Contemporary research is oriented toward exploring the possible resilience-promoting effect of positive parenting on the biological aging of the offspring. We conducted a meta-analysis synthesizing the findings regarding the association between parenting quality and offspring's TL. It examines whether positive parenting delays aging processes and whether such processes are exacerbated by exposure to negative parenting. An analysis of 15 studies (k = 23; N = 3,599, M mean cohort's age = 15.5, SD = 17.5) revealed a significant association between positive parenting and offspring's longer TL (r = .16, 95% CI [.11, .20]). Negative parenting was associated with an increased risk of TL erosion (r = -.17, 95% CI [-.28, -.06]). Moreover, this negative association became more robust as offspring grew older (β = -.01, p < .001). Future investigations would benefit from probing associations between parental quality and offspring's development. Interventions fostering positive parenting might also scaffold these biological processes.",https://www.semanticscholar.org/paper/da2ac0aa875a65c8972aefc918dee81a1c2aa9b9,da2ac0aa875a65c8972aefc918dee81a1c2aa9b9
Review of sedimentary basin evolution in Cambodia based on tectonic setting and logical information,"Sreymean Sio, Chanmoly Or, Chandoeun Eng, Sopheap Pech, Tola Sreu","The paper aims to synthesize the evolution of sedimentary basins in Cambodia based on a comprehensive information on tectonic setting and existing database of their formation and sedimentation. The study includes a review on tectonic setting of Indochina, the formation of sedimentary basins around Cambodia, and the accessible data on sedimentary basins in Cambodia. Indochina, as well as Cambodia, had been influenced by the collision of three different plates or terranes such as the South China, Sibumasu-Sukhothai, and Paleo-Pacific that are associated with the evolution of Paleozoic-Mesozoic Basins namely Khorat and Kampong Som Basins. These two oldest basins, are interpreted as a Paleozoic – Mesozoic foreland basin that initially formed due to rifting during the Late Carboniferous to Late Permian, and later basin inversion and erosion took place due to the Mesozoic to earliest Cenozoic uplift. Then, Cambodia was affected by Tertiary strike-slip fault movements that also influenced the formation of Tonle Sap, Svayrieng and Khmer Tertiary rift basins. Tonle Sap and Svayrieng Basins are interpreted to be formed by extension during the Middle Eocene – Early Oligocene and inversion, uplift and denudation during the Miocene. The Khmer Basin was formed by rifting during the Eocene to the Late Oligocene, followed by rapid thermal subsidence from the Early to Middle Miocene. Finally, Khmer basin was affected by the Middle – Late Miocene to Pleistocene inversion.",https://www.semanticscholar.org/paper/a932f50c230e86e67c8c09d50286a5d0232bfac4,a932f50c230e86e67c8c09d50286a5d0232bfac4
The effects of plum products consumption on lipid profile in adults: A systematic review and dose–response meta‐analysis,"A. Heydarian, N. Tahvilian, Omid Asbaghi, Sahar Cheshmeh, Maryam Nadery, Naheed or Nahid or N or ناهید Aryaeian  or ariaeian  or آریائیان  or آریاییان","Abstract Consumption of plum does not yet clearly affect the lipid profile. To ascertain the advantages of plum consumption on adult lipid profiles, we conducted a systematic review and meta‐analysis. We used pertinent keywords to search the databases of PubMed, Scopus, and ISI Web of Science up to November 10th, 2022, in order to find trials that were eligible. According to the analyses, eating plum significantly lowers LDL levels compared to controls (WMD: −12.50 mg/dL, 95% CI: −22.06, −2.94, p = .010). Although plum consumption did not result in significant changes in TG (WMD: 0.56 mg/dL, 95% CI: −6.02, 7.15, p = .866), TC (WMD: −12.35 mg/dL, 95% CI: −25.05, 0.37, p = .057), and HDL concentrations (WMD: −0.39 mg/dL, 95% CI: −4.69, 3.89, p = .855) compared to the control group. Intake of plums, particularly the intervention type of dried plums, significantly decreased TC levels in unhealthy subjects, according to subgroup analysis. The consumption of plums had a notably statistically significant effect on LDL levels when the intervention type was dried plum and unhealthy subjects were enrolled. Due to the very low to moderate quality of meta‐evidence, to show how eating plum improves lipid profile, further high‐quality research are still essential.",https://www.semanticscholar.org/paper/06daf93b34b30d2f48fe5f418f839758e5799583,06daf93b34b30d2f48fe5f418f839758e5799583
Ocular Gene Therapy: A Literature Review with Special Focus on Immune and Inflammatory Responses,"H. Ghoraba, Amir Akhavanrezayat, Irmak Karaca, N. Yavari, S. Lajevardi, J. Hwang, Jonathan Regenold, Wataru Matsumiya, B. Pham, M. Zaidi, Azadeh Mobasserian, Anthony Toan DongChau, C. Or, Ç. Yaşar, K. Mishra, D. Do, Q. Nguyen","Abstract Gene therapy has emerged as a research topic of choice in recent years. The eye in particular is one of few organs of the body for which gene therapy has received Food and Drug Administration approval, and it remains a field of great interest for gene therapy development. However, its associated immune and inflammatory reactions may render the treatment ineffective or harmful, which are of particular concern for the eyes due to their susceptibility to inflammation. The severity of immune and inflammatory reactions depends on the choice of vector and its route of administration. Furthermore, most preclinical and clinical studies have shown that the dose of vectors is correlated with the degree of humoral response and ocular inflammation. The route of administration directly impacts the degree of immune and inflammatory reaction. Subretinal delivery produces a weaker humoral response than the intravitreal route. However, some studies have demonstrated that the subretinal delivery induces a stronger inflammatory reaction. On the other hand, several instances of vision loss due to severe late onset intraocular inflammation were reported in a clinical trial involving intravitreal delivery of viral vectors. When compared with the intravitreal route, suprachoroidal gene delivery has been shown to produce weaker humoral response. However, unlike the subretinal space, the suprachoroidal space is not known to have immune privilege status. Inflammatory reactions following ocular gene therapy are typically mild and most clinical and preclinical studies have shown that they can be controlled with topical, local or systemic steroids. However, severe inflammatory responses may occur and require aggressive management to avoid permanent vision loss. Further investigations are required to elucidate and expand our knowledge of inflammatory reactions, and their optimal management, following ocular gene therapy.",https://www.semanticscholar.org/paper/ae550896a321218094b1d0dea404d3ef8f5f430a,ae550896a321218094b1d0dea404d3ef8f5f430a
A Review of Research on the Effects of Music upon Second Language Acquisition,"N. Amin, Or-Kan Soh","Music and songs have been long used as an attractive approach to enhance the skills in second language learning. While the majority of the existing research has been focused mainly on the value of using music to acquire language skills, researchers have recently started to delve into its prospective within the educating development. The qualitative synthesis consists of qualitative and quantitative research targeted to address the gaps observed in the literature regarding the integration of music into pedagogical strategies. There were six main findings materialized: (a) a fluctuation trend shown in using music in the pedagogical strategies; (b) the theoretical and conceptual perspectives of using music to enhance the skills of the second language; (c) the variation of perceptions, attitudes and usage patterns; (d) the effects on integrating music in the pedagogical strategies; (e) the identified challenges were listed out; and (f) proven affordances support in using music to second language learners. The findings were interpreted to determine the implications on music developments upon second language learners in the teaching area including the direction progress for the integration and study.",https://www.semanticscholar.org/paper/86a35e505c1437be748438dc6ccbdca3a5b8e8ed,86a35e505c1437be748438dc6ccbdca3a5b8e8ed
"A Systematic Literature Network Analysis: Development of Manufacturing, Enhancement and Sustainability of Fiber-Reinforced Polymer Composites (1998–2020) and Future Research Agenda","Ivan King-Hei Or, C. Lo, C. Kan",,https://www.semanticscholar.org/paper/bc6f46d5f918c5080e65e4da4b3ebfbd0b3209e6,bc6f46d5f918c5080e65e4da4b3ebfbd0b3209e6
Negative experiences of patients using medicinal cannabis: A systematic review of qualitative studies.,"Or Gliksberg, T. Kushnir, Sharon R. Sznitman, S. Lev-Ran, S. Brill, B. H. Amit, D. Feingold","AIMS AND OBJECTIVES
In this study, we systematically reviewed qualitative studies concerning patients' experience with medicinal cannabis (MC) use, to gain insight into the negative effects of MC.


BACKGROUND
Over the past decades, the use of MC for therapeutic purposes has increased. However, there is conflicting and insufficient data on possible negative physiological and psychological effects of MC treatment.


DESIGN
A systematic review was conducted and the PRISMA guidelines were adopted. Literature searches were conducted using PubMed, PsycINFO and EMBASE. Critical Appraisal Skills Programme (CASP) qualitative checklist used to assess risk of bias in the included studies.


METHODS
We included studies focusing on conventional medical treatment using cannabis-based products, approved by a physician for a particular health issue.


RESULTS
Of the 1230 articles identified in the initial search, eight articles were included in the review. Following the compilation of themes in the eligible studies, six themes were identified: (1) MC approval; (2) administrative barriers; (3) social perception; (4) MC misuse/widespread effect; (5) adverse effects; and (6) dependence or addiction. These were grouped into two meta-themes: (1) administrative and social aspects of MC use; and (2) experiences of the effects of medicinal cannabis.


CONCLUSIONS
Our findings call for specific attention to unique consequences associated with MC use. Further research is needed in order to assess the degree to which negative experiences associated with MC use may affect various aspects of patients' medical condition.


RELEVANCE TO CLINICAL PRACTICE
Describing the complex experience of MC treatment and its spectrum of consequences for patients may enable physicians, therapists and researchers to provide more attentive and accurate MC treatment to their patients.


PATIENT OR PUBLIC CONTRIBUTION
In this review, patients' narratives were explored, yet the research methods did not directly involve patients or the public.",https://www.semanticscholar.org/paper/c81dfda228774f550842d8807c534cbe31f7182b,c81dfda228774f550842d8807c534cbe31f7182b
Feline cognitive dysfunction as a model for Alzheimer’s disease in the research of CBD as a potential treatment—a narrative review,"Lilach Zadik-Weiss, Sivan Ritter, Vered Hermush, N. Asher, A. Avital, R. Or","With the improvement in modern medicine, the world’s human and feline (Felis catus, the domestic cat) population is aging. As the population grows older, there is an increase of age-related diseases, such as Alzheimer’s disease in humans and feline cognitive dysfunction in felines, which shares many similarities with Alzheimer’s disease. They both result in cognitive decline and lack effective treatments. In light of their pathological similarities, both occur at old age, and as domestic cats share the human environment and risk factors (cats are considered an indicator to the effect of environmental contaminants on humans as they share exposures and diseases), cats have the potential to be a spontaneous model for Alzheimer’s disease. Classic animal models in many cases fail to predict the results in humans, and a natural model can lead to better prediction of results, thus being both time and cost-effective. The feline disease can be researched in trials that could be simultaneously clinical trials for cats and preclinical trials for humans, also referred to as reverse translational medicine. As both maladies lack effective medical intervention, new potential treatments are merited. Cannabidiol (CBD) is a promising agent that may improve the life of these patients, as it was shown to potentially treat several of the pathologies found in both conditions. yet there is a need for further research in order to establish the benefits and safety of CBD to both human and feline patients.",https://www.semanticscholar.org/paper/c8a57440f6fb96fc14d5cf7b74f880c3a9db3120,c8a57440f6fb96fc14d5cf7b74f880c3a9db3120
Research progress of recombinant novel coronavirus protein vaccine,"Or Hokwan, Xiaohan Zhang","The coronavirus situation is dire around the world, with more than 594 million confirmed infections and nearly 6.45 million deaths. It was found that SARS-CoV-2 and SARS-CoV have a high level of genomic similarity (peak glycoprotein serial similarity of 87.2%) , which provide a basis for vaccine development. In the context of the 2022 novel coronavirus pandemic, there is an urgent need for a vaccine that can effectively protect against the virus that must be relatively safe while being effective and predictable as well. We found that recombinant protein vaccines seem to be able to effectively solve most of the current problems after comparing several existing vaccines. This literature review mainly introduces its overall background and the development steps of this technology, including how to screen for pathogenic proteins, how to implant in CHO cells and culture after infusion, and how to isolate and purify mature spike proteins that have been cultured. And supplemented with animal clinical trials of vaccines and ACE2 receptors and prospects for the future.",https://www.semanticscholar.org/paper/a979c15154cf41b12b703d2adab1d2e98040430b,a979c15154cf41b12b703d2adab1d2e98040430b
A REVIEW OF RESEARCH ON THE RELATIONSHIPS BETWEEN READING FLUENCY AND EYE MOVEMENTS AMONG STUDENTS,Or-Kan Soh,,https://www.semanticscholar.org/paper/83c51dad09ff7c586234aa396e78a53e7fd97cbe,83c51dad09ff7c586234aa396e78a53e7fd97cbe
Review Paper: A Systematic Review of Patient Acceptance of Consumer Health Information Technology,"C. Or, B. Karsh","A systematic literature review was performed to identify variables promoting consumer health information technology (CHIT) acceptance among patients. The electronic bibliographic databases Web of Science, Business Source Elite, CINAHL, Communication and Mass Media Complete, MEDLINE, PsycArticles, and PsycInfo were searched. A cited reference search of articles meeting the inclusion criteria was also conducted to reduce misses. Fifty-two articles met the selection criteria. Among them, 94 different variables were tested for associations with acceptance. Most of those tested (71%) were patient factors, including sociodemographic characteristics, health- and treatment-related variables, and prior experience or exposure to computer/health technology. Only ten variables were related to human-technology interaction; 16 were organizational factors; and one was related to the environment. In total, 62 (66%) were found to predict acceptance in at least one study. Existing literature focused largely on patient-related factors. No studies examined the impact of social and task factors on acceptance, and few tested the effects of organizational or environmental factors on acceptance. Future research guided by technology acceptance theories should fill those gaps to improve our understanding of patient CHIT acceptance, which in turn could lead to better CHIT design and implementation.",https://www.semanticscholar.org/paper/320476720a40383508cd919ce1c818d0d5bdc60f,320476720a40383508cd919ce1c818d0d5bdc60f
"On the Trustworthiness of Generative Foundation Models: Guideline, Assessment, and Perspective","Yue Huang, Chujie Gao, Siyuan Wu, Haoran Wang, Xiangqi Wang, Yujun Zhou, Yanbo Wang, Jiayi Ye, Jiawen Shi, Qihui Zhang, Yuan Li, Han Bao, Zhaoyi Liu, Tianrui Guan, Dongping Chen, Ruoxi Chen, Kehan Guo, Andy Zou, Bryan Hooi Kuen-Yew, Caiming Xiong, Elias Stengel-Eskin, Hongyang Zhang, Hongzhi Yin, Huan Zhang, Huaxiu Yao, Jaehong Yoon, Jieyu Zhang, Kai Shu, Kai-Tuo Zhu, Ranjay Krishna, Swabha Swayamdipta, Taiwei Shi, Weijia Shi, Xiang Li, Yiwei Li, Yu-Kun Hao, Zhihao Jia, Zhize Li, Xiuying Chen, Zhengzhong Tu, Xiyang Hu, Tianyi Zhou, Jieyu Zhao, Lichao Sun, Furong Huang, Or Cohen Sasson, P. Sattigeri, Anka Reuel, Max Lamparth, Yue Zhao, Nouha Dziri, Yu Su, Huan Sun, Heng Ji, Chaowei Xiao, Mohit Bansal, N. V. Chawla, Jian Pei, Jianfeng Gao, Michael Backes, Philip S. Yu, Neil Zhenqiang Gong, Pin-Yu Chen, Bo Li, Xiangliang Zhang","Generative Foundation Models (GenFMs) have emerged as transformative tools. However, their widespread adoption raises critical concerns regarding trustworthiness across dimensions. This paper presents a comprehensive framework to address these challenges through three key contributions. First, we systematically review global AI governance laws and policies from governments and regulatory bodies, as well as industry practices and standards. Based on this analysis, we propose a set of guiding principles for GenFMs, developed through extensive multidisciplinary collaboration that integrates technical, ethical, legal, and societal perspectives. Second, we introduce TrustGen, the first dynamic benchmarking platform designed to evaluate trustworthiness across multiple dimensions and model types, including text-to-image, large language, and vision-language models. TrustGen leverages modular components--metadata curation, test case generation, and contextual variation--to enable adaptive and iterative assessments, overcoming the limitations of static evaluation methods. Using TrustGen, we reveal significant progress in trustworthiness while identifying persistent challenges. Finally, we provide an in-depth discussion of the challenges and future directions for trustworthy GenFMs, which reveals the complex, evolving nature of trustworthiness, highlighting the nuanced trade-offs between utility and trustworthiness, and consideration for various downstream applications, identifying persistent challenges and providing a strategic roadmap for future research. This work establishes a holistic framework for advancing trustworthiness in GenAI, paving the way for safer and more responsible integration of GenFMs into critical applications. To facilitate advancement in the community, we release the toolkit for dynamic evaluation.",https://www.semanticscholar.org/paper/eb3cbfa5bddd911d0d01308f3bea758e27116a55,eb3cbfa5bddd911d0d01308f3bea758e27116a55
Systematic review of personal finance training for physicians and a proposed curriculum,"J. Igu, S. Zakaria, Yuval D Bar-Or","Background Many physicians complete medical school and graduate medical education (GME) burdened by high debt and financial illiteracy. This places them at increased risk for ill-informed financial decisions, which can result in increased stress and anxiety and a lower quality of life. Furthermore, financial concerns impact physicians’ specialty selections and may partly explain the scarcity of primary care practitioners. In response, medical wellness programmes have increasingly sought to offer personal finance education, but there is little guidance on optimal curricula. Our objective is to systematically review the existing literature examining physician financial literacy curricula and to recommend a standardised personal finance curriculum. Methods This review used the Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2020 checklist to report the results of literature searches in PubMed, ERIC, MedEdPortal, EBSCO, JSTOR and Google Scholar. Three researchers used predetermined inclusion and exclusion criteria to select articles, including a focus on financial concepts applicable in the USA. Selected articles published between 2000 and 2022 were assessed using the BEME strength of findings tool, and further assessed using modified Côté-Turgeon and Kirkpatrick model qualitative analyses tools. Findings 49 articles met all inclusion criteria. Ten specifically described personal finance literacy curricula for medical students or GME trainees, with varied criteria for selecting instructors, topics and outcomes. All studies reported that audiences were ill prepared for making financial decisions but strongly desired financial literacy education. Qualitative analysis revealed Strength of Findings summary scores ranging from 2 to 4, while applicable Kirkpatrick Model scores were all 3 or greater. Based on these findings, a 14-module personal finance curriculum is proposed by the researchers, along with learning objectives. Interpretation Although medical students and GME trainees value financial literacy, few publications report the impact of actual curricula. These efforts vary in depth, breadth and measured impact. Future research should focus on development of valid testing instruments specifically for physicians, content standardisation, selection of credible instructors and delivery formats.",https://www.semanticscholar.org/paper/4761d8abbaa3987a95d222a76fbd3294890f9b4f,4761d8abbaa3987a95d222a76fbd3294890f9b4f
Deep learning for accelerated and robust MRI reconstruction,"Reinhard Heckel, Mathews Jacob, Akshay Chaudhari, Or Perlman, Efrat Shimron","Deep learning (DL) has recently emerged as a pivotal technology for enhancing magnetic resonance imaging (MRI), a critical tool in diagnostic radiology. This review paper provides a comprehensive overview of recent advances in DL for MRI reconstruction, and focuses on various DL approaches and architectures designed to improve image quality, accelerate scans, and address data-related challenges. It explores end-to-end neural networks, pre-trained and generative models, and self-supervised methods, and highlights their contributions to overcoming traditional MRI limitations. It also discusses the role of DL in optimizing acquisition protocols, enhancing robustness against distribution shifts, and tackling biases. Drawing on the extensive literature and practical insights, it outlines current successes, limitations, and future directions for leveraging DL in MRI reconstruction, while emphasizing the potential of DL to significantly impact clinical imaging practices.",https://www.semanticscholar.org/paper/df82394a2edf0c51db1ea47c3b3c60189ed94908,df82394a2edf0c51db1ea47c3b3c60189ed94908
"Early attachment networks to multiple caregivers: History, assessment models, and future research recommendations.","Or Dagan, A. Sagi-Schwartz","Early attachment has been commonly hypothesized to predict children's future developmental outcomes, and robust evidence relying on assessments of single caregiver-child attachment patterns has corroborated this hypothesis. Nevertheless, most often children are raised by multiple caregivers, and they tend to form attachment bonds with more than one of them. In this paper, we briefly describe the conceptual and empirical roots underlying the notion of attachment networks to multiple caregivers. We detail potential reasons for research focusing on a single caregiver (most often mothers, but recently also fathers) and the historical attempts to establish a more ecologically valid assessment of attachment to multiple caregivers. Finally, we describe a recently developed organizational framework that includes testable models on which future research may rely for assessing the predictive power of attachment networks to multiple caregivers on children's developmental outcomes.",https://www.semanticscholar.org/paper/f4b49d909c4800dc1d6739c556f3319c4dd46b00,f4b49d909c4800dc1d6739c556f3319c4dd46b00
Nonstandard Errors,"A. Menkveld, Anna Dreber, Felix Holzmeister, Juergen Huber, Magnus Johannesson, Michael Kirchler, Sebastian Neusüss, Michael Razen, Utz Weitzel, David ABAD‐DÍAZ, M. Abudy, Tobias Adrian, Yacine Ait-Sahalia, Olivier Akmansoy, Jamie T. Alcock, Vitali Alexeev, A. Aloosh, Livia Amato, Diego Amaya, James J. Angel, Alejandro T. Avetikian, A. Bach, Edwin Baidoo, Gaetan Bakalli, Linghong Bao, Andrea Barbon, Oksana Bashchenko, Parampreet Christopher Bindra, Geir H. Bjønnes, Jeffrey R. Black, Bernard S. Black, D. Bogoev, Santiago Bohorquez Correa, Oleg Bondarenko, Charles S. Bos, Ciril Bosch-Rosa, E. Bouri, Christian Brownlees, A. Calamia, V. Cao, Gunther Capelle-Blancard, L. M. C. Romero, M. Caporin, Allen Carrion, Tolga Caskurlu, Bidisha Chakrabarty, Jian Chen, Mikhail Chernov, William Cheung, Ludwig B. Chincarini, Tarun Chordia, S. Chow, B. Clapham, Jean-Edouard Colliard, Carole Comerton-Forde, Edward Curran, Thong Dao, Wale Dare, Ryan J. Davies, R. Blasis, G. D. Nard, F. Declerck, Oleg Deev, Hans Degryse, Solomon Y. Deku, Christophe Desagre, M. V. Dijk, Chukwuma Dim, Thomas Dimpfl, Yun-jiang Dong, Philip A. Drummond, Tom L. Dudda, Teodor Duevski, A. Dumitrescu, T. Dyakov, A. H. Dyhrberg, Michał Dzieliński, Asli Eksi, Izidin El Kalak, Saskia ter Ellen, Nicolas Eugster, Martin D. D. Evans, Michael Farrell, Ester Félez‐Viñas, Gerardo Ferrara, El Mehdi Ferrouhi, Andrea Flori, J. Fluharty-Jaidee, Sean Foley, Kingsley Y. L. Fong, Thierry Foucault, T. Franus, Francesco Franzoni, Bart Frijns, Michael Frömmel, S. Fu, Sascha C. Füllbrunn, Baoqing Gan, GE Gao, Thomas P. Gehrig, Roland Gemayel, D. Gerritsen, Javier Gil-Bazo, Dudley Gilder, Larry Glosten, T. Gomez, Arseny Gorbenko, J. Grammig, Vincent Gregoire, Ufuk Güçbilmez, Björn Hagströmer, J. Hambuckers, Erik Hapnes, Jeffrey H. Harris, Lawrence Harris, Simon Hartmann, Jean-Baptiste Hasse, N. Hautsch, X. He, D. Heath, Simon Hediger, T. Hendershott, A. Hibbert, Erik Hjalmarsson, S. Hoelscher, Peter Hoffmann, Craig Holden, A. Horenstein, Wenqian Huang, DA Huang, Christophe Hurlin, K. Ilczuk, A. Ivashchenko, S. Iyer, Hossein Jahanshahloo, Naji Jalkh, Charles M. Jones, Simon Jurkatis, Petri Jylhä, Andreas Kaeck, Gabriel Kaiser, Arzé Karam, Egle Karmaziene, Bernhard Kassner, Markku Kaustia, Ekaterina Kazak, Fearghal Kearney, V. V. Kervel, Saad Khan, Marta Khomyn, Tony Klein, Olga Klein, Alexander Klos, M. Koetter, A. Kolokolov, Robert A. Korajczyk, R. Kozhan, Jan-Peter Krahnen, Paul Kuhle, Amy Kwan, Quentin Lajaunie, F. Y. E. C. Lam, Marie Lambert, Hugues Langlois, Jens Lausen, Tobias Lauter, Markus Leippold, Vladimir Levin, Yijie Li, Hui Li, Chee Yoong Liew, Thomas Lindner, Oliver Linton, Jiacheng Liu, A. Liu, Guillermo Llorente, Matthijs Lof, Ariel Lohr, Francis Longstaff, Alejandro Lopez-Lira, Shawn Mankad, Nicola Mano, Alexis Marchal, Charles Martineau, Francesco Mazzola, Debrah Meloso, Michael G. Mi, Roxana Mihet, Vijay Mohan, Sophie Moinas, David Moore, Liangyi Mu, Dmitriy Muravyev, Dermot Murphy, G. Neszveda, Christian Neumeier, Ulf Nielsson, M. Nimalendran, Sven Nolte, Lars Norden, Peter O’Neill, Khaled Obaid, B. A. Ødegaard, Per Östberg, Emiliano S. Pagnotta, Marcus Painter, Stefan Palan, Imon Palit, Andreas Park, Roberto Pascual, P. Pasquariello, Luboš Pástor, Vinay Patel, Andrew J. Patton, Neil Pearson, L. Pelizzon, Michele Pelli, Matthias Pelster, C. Pérignon, Cameron Pfiffer, R. Philip, T. Plíhal, Puneet Prakash, Oliver-Alexander Press, Tina Prodromou, Marcel Prokopczuk, Tālis J. Putniņš, YA Qian, Gaurav Raizada, David Rakowski, A. Ranaldo, Luca Regis, Stefan Reitz, Thomas Renault, R. W. Renjie, Roberto Renò, Steven J. Riddiough, K. Rinne, Paul Rintamäki, Ryan Riordan, Thomas Rittmannsberger, I. R. Longarela, Dominik Roesch, Lavinia Rognone, Brian Roseman, Ioanid Roşu, Saurabh Roy, Nicolas Rudolf, Stephen R. Rush, K. Rzayev, A. Rzeźnik, Anthony Sanford, Harikumar Sankaran, Asani Sarkar, Lucio Sarno, O. Scaillet, Stefan Scharnowski, K. Schenk-Hoppé, A. Schertler, Michael Schneider, Florian Schroeder, Norman Schürhoff, Philipp Schuster, Marco A. Schwarz, Mark S. Seasholes, Norman J. Seeger, Or Shachar, Andriy Shkilko, Jessica Shui, Mario Sikic, Giorgia Simion, Lee Smales, P. Söderlind, Elvira Sojli, Konstantin Sokolov, J. Sönksen, Laima Spokeviciute, D. Stefanova, M. Subrahmanyam, Barnabas Szaszi, Oleksandr Talavera, Yuehua Tang, Nick Taylor, W. Tham, Erik Theissen, Julian Thimme, Ian Tonks, Hai Tran, Luca Trapin, Anders B. Trolle, M. A. Vaduva, Giorgio Valente, R. V. Ness, Aurelio Vasquez, Thanos Verousis, P. Verwijmeren, Anders Vilhelmsson, G. Vilkov, Vladimir Vladimirov, Sebastian Vogel, Stefan Voigt, Wolf Wagner, Thomas Walther, Patrick Weiss, M. V. D. Wel, Ingrid M. Werner, P. Westerholm, Christian Westheide, Hans C. Wika, Evert Wipplinger, Michael Wolf, Christian C. P. Wolff, Leonard Wolk, W. Wong, Jan Wrampelmeyer, Zhengwen Wu, Shuo Xia, Dacheng Xiu, KE Xu, Caihong Xu, Pradeep K Yadav, José Yagüe, Cheng Yan, Antti Yang, Woongsun Yoo, Wenjia Yu, Yihe Yu, Shihao Yu, B. Yueshen, Darya Yuferova, M. Zamojski, A. Zareei, Stefan M. Zeisberger, Lun Zhang, S. S. Zhang, Xiaoyu Zhang, LU Zhao, Zhuo Zhong, Z. I. Zhou, Chen Zhou, Xingyu S. Zhu, M. Zoican, Remco C. J. Zwinkels","In statistics, samples are drawn from a population in a data‐generating process (DGP). Standard errors measure the uncertainty in estimates of population parameters. In science, evidence is generated to test hypotheses in an evidence‐generating process (EGP). We claim that EGP variation across researchers adds uncertainty—nonstandard errors (NSEs). We study NSEs by letting 164 teams test the same hypotheses on the same data. NSEs turn out to be sizable, but smaller for more reproducible or higher rated research. Adding peer‐review stages reduces NSEs. We further find that this type of uncertainty is underestimated by participants.",https://www.semanticscholar.org/paper/faed6beb5b8a011f6e053a09d7f29fb3910a1d43,faed6beb5b8a011f6e053a09d7f29fb3910a1d43
The Open Studio Approach to Art Therapy: A Systematic Scoping Review,"Daniel N. Finkel, Michal Bat Or","This research encompasses a systematic scoping review of literature and research pertaining to the open studio approach to art therapy, which originated with the work of artists in psychiatric hospitals in the 1940's. As art therapy became a profession, it sought recognition by adopting theories from other therapeutic disciplines. Today, however, there is an increase in the prevalence of studio practice that emphasizes art as the core of the therapeutic work; moreover, contemporary art therapy approaches even venture beyond the traditional definition of the profession to the realm of social action. Consequently, open studio practice has become more widespread and is currently implemented in many different contexts among a wide range of populations. The purpose of this research was to accurately map out world literature and research on the open studio approach to art therapy as well as identify relevant publications and main themes. Therefore, the systematic scoping review was not restricted to specific periods, languages, settings, or populations. Publications were identified through a rigorous, replicable, and extensive search of international literature in data bases and hand searches in art therapy journals; in addition, special efforts were made to locate unpublished research and literature. Data was charted using a tool developed by the researchers, based on the review questions. Results indicate that most of the literature relating to the open studio approach dates from the 1990's: only a few earlier publications were found. Over the last decade, the literature has grown in volume in comparison to previous decades, reflecting an increasing prevalence of the open studio approach. This growing mass of publications reflects an historic development in the field of art therapy. This research also identifies core principles as well as a wide range of variations on the open studio model, in addition to unique characteristics that vary according to context and therapeutic approach. It explores open studio practice within different settings and populations and pinpoints gaps of knowledge that can indicate the need for further research.",https://www.semanticscholar.org/paper/744fc3c2e6e09ae518ada519cc579127b77b657f,744fc3c2e6e09ae518ada519cc579127b77b657f
"Use of OCTA, FA, and Ultra‐Widefield Imaging in Quantifying Retinal Ischemia: A Review","C. Or, A. S. Sabrosa, Osama A. Sorour, M. Arya, N. Waheed","Abstract: As ischemia remains a key prognostic factor in the management of various diseases including diabetic retinopathy, an increasing amount of research has been dedicated to its quantification as a potential biomarker. Advancements in the quantification of retinal ischemia have been made with the imaging modalities of fluorescein angiography (FA), ultra‐widefield imaging (UWF), and optical coherence tomography angiography (OCTA), with each imaging modality offering certain benefits over the others. FA remains the gold standard in assessing the extent of ischemia. UWF imaging has allowed for the assessment of peripheral ischemia via FA. It is, however, OCTA that offers the best visualization of retinal vasculature with its noninvasive depth‐resolved imaging and therefore has the potential to become a mainstay in the assessment of retinal ischemia. The primary purpose of this article is to review the use of FA, UWF, and OCTA to quantify retinal ischemia and the various methods described in the literature by which this is achieved.",https://www.semanticscholar.org/paper/d37acd9340feebe87b062d02c6cf7dda6463c4aa,d37acd9340feebe87b062d02c6cf7dda6463c4aa
