Title,Authors,Abstract,URL,Paper ID,CleanedTitle,CleanedAuthors,CleanedAbstract,Content,Topic,TopicName
Method of indirect measurement of fruiter biomass,"Hong Tiansheng, W. Weibin, Lu Zhao-qiang, Zhang Wen-zhao, Li Zhen, or initial or initial","Fruiter biomass is one of the crucial parameters for precision spraying. This paper is to research measurement method for ground-based fruiter biomass by integrating direct and virtual plant technology based on real guava. Firstly, a real guava fruiter with 274 leaves and 228 branch segments was selected and its leaves and branch segments were encoded. Secondly, the coordinates of the guava's leaves and branches were gained by 3D digitalizer named Fastrak produced by Phohelmes and then a virtual guava model with a virtual direct beam environment was built by VC++ with OpenGL. Meanwhile, the guava's leaf parameters such as length, area, wet weight, and dry weight and branch segment parameters such as length, diameter, wet weight, and dry weight were measured by direct methods. Hereinto, a kind of useful leaf area process method was outlined for dealing area detection with different sides and holes .Using a kind of shadowing method, virtual guava could be shadowed in different horizontal height or in different vertical width and its shaded area, total biomass and so forth in different layers were calculated by integrating real guava's parameters. After regression analysis using SPSS, for the real guava the R2 between total leaf area and leaf dry weight is beyond 0.988 with the near regression formula between direct method and virtual plant method, the R2 between total leaf dry weight and branch dry weight is 0.89, the R2 between branch diameter and leaf dry weight is 0.80, the R2 between branch D2H(diameter's square multiply height) and leaf dry weight is 0.97. And in the virtual fruiter, the R2 between leaf area and leaf dry weight is beyond 0.95, which proved the relation in the real tree. Additionally, more detail relations like height and leaf area, leaf shadowed area and leaf area were analyzed in the virtual fruiter data which provided important information to build a LAI and biomass calculation model.",https://www.semanticscholar.org/paper/6b4222482db5abeb3d8b80e8df7718f23ed1f771,6b4222482db5abeb3d8b80e8df7718f23ed1f771,method indirect measurement fruiter biomass,"Hong Tiansheng, W. Weibin, Lu Zhao, Zhang Wen, Li Zhen, or initial or initial",fruiter biomass one crucial parameter precision spraying paper research measurement method ground-based fruiter biomass integrating direct virtual plant technology based real guava firstly real guava fruiter 274 leaf 228 branch segment selected leaf branch segment encoded secondly coordinate guava 's leaf branch gained 3d digitalizer named fastrak produced phohelmes virtual guava model virtual direct beam environment built vc++ opengl meanwhile guava 's leaf parameter length area wet weight dry weight branch segment parameter length diameter wet weight dry weight measured direct method hereinto kind useful leaf area process method outlined dealing area detection different side hole .using kind shadowing method virtual guava could shadowed different horizontal height different vertical width shaded area total biomass forth different layer calculated integrating real guava 's parameter regression analysis using spss real guava r2 total leaf area leaf dry weight beyond 0.988 near regression formula direct method virtual plant method r2 total leaf dry weight branch dry weight 0.89 r2 branch diameter leaf dry weight 0.80 r2 branch d2h diameter 's square multiply height leaf dry weight 0.97. virtual fruiter r2 leaf area leaf dry weight beyond 0.95 proved relation real tree additionally detail relation like height leaf area leaf shadowed area leaf area analyzed virtual fruiter data provided important information build lai biomass calculation model,method indirect measurement fruiter biomass fruiter biomass one crucial parameter precision spraying paper research measurement method ground-based fruiter biomass integrating direct virtual plant technology based real guava firstly real guava fruiter 274 leaf 228 branch segment selected leaf branch segment encoded secondly coordinate guava 's leaf branch gained 3d digitalizer named fastrak produced phohelmes virtual guava model virtual direct beam environment built vc++ opengl meanwhile guava 's leaf parameter length area wet weight dry weight branch segment parameter length diameter wet weight dry weight measured direct method hereinto kind useful leaf area process method outlined dealing area detection different side hole .using kind shadowing method virtual guava could shadowed different horizontal height different vertical width shaded area total biomass forth different layer calculated integrating real guava 's parameter regression analysis using spss real guava r2 total leaf area leaf dry weight beyond 0.988 near regression formula direct method virtual plant method r2 total leaf dry weight branch dry weight 0.89 r2 branch diameter leaf dry weight 0.80 r2 branch d2h diameter 's square multiply height leaf dry weight 0.97. virtual fruiter r2 leaf area leaf dry weight beyond 0.95 proved relation real tree additionally detail relation like height leaf area leaf shadowed area leaf area analyzed virtual fruiter data provided important information build lai biomass calculation model,2,2_soil_microbial_paper_habitat
Adaptation in Agriculture for Global Climate Management,"C. Ouellet-Plamondon, or initial or initial","--------Abstract. This paper presents an overview of global climate management practices in agriculture in response to the Intergovernmental Panel on Climate Change report and the Kyoto Protocol. Agriculture is a significant net contributor to climate change through the emission of greenhouse gases (GHGs) -- nitrous oxide (N2O), methane (CH4), and carbon dioxide (CO2). At the same time, agriculture is affected by the global rise in temperature, change in precipitation patterns and extreme weather events. To remain sustainable, agriculture must limit its impact on the global climate. The Kyoto Protocol was placed into effect February 2005. Clean development mechanism (CDM) is a flexible mechanism to reduce emission. --In agriculture, it is recognized that more work is needed to propose simplified guidelines and methodologies for small scale CDM projects. Methane recovery projects and avoidance of methane production are treated separately. Recent research summarizes global measures to agriculture including improvement of feed digestibility and rice paddy management to decrease methane emission, utility of soil as carbon sink, control of N--fertilizer application, land management, and pest and disease control. As bio--ethanol production as an alternative to the use of fossil fuel creates a demand on agricultural land, the Brazilian, American and Chinese approaches are compared. Management practices in agriculture include ecological management, hierarchical analysis, emissions balance, and climatic data management. Beyond 2012, deeper reductions in global emissions will be required. A reconstruction of the problem in the framework of biocapacity and ecological footprint can stimulate problem solving.",https://www.semanticscholar.org/paper/9f8c8206a5c41133b297719e1f48907ac6277078,9f8c8206a5c41133b297719e1f48907ac6277078,adaptation agriculture global climate management,"C. Ouellet, or initial or initial",-- -- -- -- abstract paper present overview global climate management practice agriculture response intergovernmental panel climate change report kyoto protocol agriculture significant net contributor climate change emission greenhouse gas ghgs -- nitrous oxide n2o methane ch4 carbon dioxide co2 time agriculture affected global rise temperature change precipitation pattern extreme weather event remain sustainable agriculture must limit impact global climate kyoto protocol placed effect february 2005. clean development mechanism cdm flexible mechanism reduce emission -- agriculture recognized work needed propose simplified guideline methodology small scale cdm project methane recovery project avoidance methane production treated separately recent research summarizes global measure agriculture including improvement feed digestibility rice paddy management decrease methane emission utility soil carbon sink control n -- fertilizer application land management pest disease control bio -- ethanol production alternative use fossil fuel creates demand agricultural land brazilian american chinese approach compared management practice agriculture include ecological management hierarchical analysis emission balance climatic data management beyond 2012 deeper reduction global emission required reconstruction problem framework biocapacity ecological footprint stimulate problem solving,adaptation agriculture global climate management -- -- -- -- abstract paper present overview global climate management practice agriculture response intergovernmental panel climate change report kyoto protocol agriculture significant net contributor climate change emission greenhouse gas ghgs -- nitrous oxide n2o methane ch4 carbon dioxide co2 time agriculture affected global rise temperature change precipitation pattern extreme weather event remain sustainable agriculture must limit impact global climate kyoto protocol placed effect february 2005. clean development mechanism cdm flexible mechanism reduce emission -- agriculture recognized work needed propose simplified guideline methodology small scale cdm project methane recovery project avoidance methane production treated separately recent research summarizes global measure agriculture including improvement feed digestibility rice paddy management decrease methane emission utility soil carbon sink control n -- fertilizer application land management pest disease control bio -- ethanol production alternative use fossil fuel creates demand agricultural land brazilian american chinese approach compared management practice agriculture include ecological management hierarchical analysis emission balance climatic data management beyond 2012 deeper reduction global emission required reconstruction problem framework biocapacity ecological footprint stimulate problem solving,2,2_soil_microbial_paper_habitat
"Improving the Efficiency of the Solid Waste Collection System in Izmir, Turkey, Through Mathematical Programming","I. Or, K. Curi","In the present paper, an operations research study on the planning and design of an improved solid waste collection and transportation system in the city of izmir, Turkey, is discussed. This study is based on a mixed integer programming model, focusing on the optimization of ""total solid waste collection and transportation costs"" and considering various transfer site, disposal site, fleet size and transportation options. A shadow price analysis on the early solutions of this model suggested some new scenarios. All solutions obtained are discussed. This paper discusses a desk-based study, the results of which have not been verified in field implementation.",https://www.semanticscholar.org/paper/017b98d861e0a164d27aa520aeff0036d08da060,017b98d861e0a164d27aa520aeff0036d08da060,improving efficiency solid waste collection system izmir turkey mathematical programming,"I. Or, K. Curi",present paper operation research study planning design improved solid waste collection transportation system city izmir turkey discussed study based mixed integer programming model focusing optimization `` total solid waste collection transportation cost '' considering various transfer site disposal site fleet size transportation option shadow price analysis early solution model suggested new scenario solution obtained discussed paper discusses desk-based study result verified field implementation,improving efficiency solid waste collection system izmir turkey mathematical programming present paper operation research study planning design improved solid waste collection transportation system city izmir turkey discussed study based mixed integer programming model focusing optimization `` total solid waste collection transportation cost '' considering various transfer site disposal site fleet size transportation option shadow price analysis early solution model suggested new scenario solution obtained discussed paper discusses desk-based study result verified field implementation,3,3_power_system_planning_voltage
Precoded Integer-Forcing Equalization Universally Achieves the MIMO Capacity up to a Constant Gap,"O. Ordentlich, U. Erez",,https://www.semanticscholar.org/paper/9f9ebb8cd26a3d012acfe801d74e4bfca5571227,9f9ebb8cd26a3d012acfe801d74e4bfca5571227,precoded integer-forcing equalization universally achieves mimo capacity constant gap,"O. Ordentlich, U. Erez",,precoded integer-forcing equalization universally achieves mimo capacity constant gap ,9,9_quantum_computation_circuit_congestion
Correction to “Relationship between temperature sensitivity of capillary pressure and soil particle size”,"S. Grant, D. Or","[1] In the paper ‘‘Relationship between temperature sensitivity of capillary pressure and soil particle size’’ by Steven A. Grant and Dani Or (Geophysical Research Letters, 31, L07501, doi:10.1029/2003GL019211), an acknowledgment was inadvertently omitted. The authors acknowledge support from USDA National Research Initiative Competitive Grants Program under grant New Thermodielectric Method to Determine Soil Specific Surface Area and Bound Water 2001-35107-11009. GEOPHYSICAL RESEARCH LETTERS, VOL. 31, L20508, doi:10.1029/2004GL021515, 2004",https://www.semanticscholar.org/paper/dca228943e33fab3a46370c72e29410f612c3d7e,dca228943e33fab3a46370c72e29410f612c3d7e,correction “ relationship temperature sensitivity capillary pressure soil particle size ”,"S. Grant, D. Or",1 paper ‘ ‘ relationship temperature sensitivity capillary pressure soil particle size ’ ’ steven a. grant dani geophysical research letter 31 l07501 doi:10.1029/2003gl019211 acknowledgment inadvertently omitted author acknowledge support usda national research initiative competitive grant program grant new thermodielectric method determine soil specific surface area bound water 2001-35107-11009. geophysical research letter vol 31 l20508 doi:10.1029/2004gl021515 2004,correction “ relationship temperature sensitivity capillary pressure soil particle size ” 1 paper ‘ ‘ relationship temperature sensitivity capillary pressure soil particle size ’ ’ steven a. grant dani geophysical research letter 31 l07501 doi:10.1029/2003gl019211 acknowledgment inadvertently omitted author acknowledge support usda national research initiative competitive grant program grant new thermodielectric method determine soil specific surface area bound water 2001-35107-11009. geophysical research letter vol 31 l20508 doi:10.1029/2004gl021515 2004,2,2_soil_microbial_paper_habitat
Phase 1 Clinical Trial of Autologous Mesenchymal Stem Cell Transplantation in Multiple Sclerosis (IN8-2.003),"Jeffrey A. Cohen, A. Bar-Or, R. Bermel, E. Fisher, R. Fox, S. Gerson, P. Imrey, H. Lazarus, S. Planchon, J. Reese, Cynthia Schwanger, T. Skaramagas","Objective: To describe the design and progress of an ongoing Phase 1 group-sequential trial of autologous mesenchymal stem cell (MSC) transplantation in multiple sclerosis (MS). Background MSCs have potent immunomodulatory, tissue-protective, and repair-promoting properties in vitro and in animal models. Clinical trials support the safety and efficacy of MSC transplantation in a number of human conditions. Published experience in MS is modest. Design/Methods: 24 participants with relapsing forms of MS, Expanded Disability Status Scale (EDSS) 3.0-6.5, clinical or MRI activity in the prior 2 years, and optic nerve involvement will be enrolled. Bone-marrow-derived MSCs are culture-expanded in DMEM / 10% fetal bovine serum / 10 ng/ml human fibroblast growth factor-2 then cryopreserved. After confirmation of release criteria, 1-2x10^6 MSCs/kg are administered IV. The primary outcomes are feasibility, safety, and tolerability with Data Safety Monitoring Committee review after every 4 participants. Exploratory efficacy endpoints comparing 2 months pre-infusion and 6 months post-infusion include relapses, disability (EDSS, MS Functional Composite, low-contrast letter acuity), MRI (T2 lesions, T1 lesions, gadolinium-enhancing lesions, whole brain and gray matter atrophy, diffusion tensor imaging, and magnetization transfer imaging), optical coherence tomography, visual evoked potentials, and patient self-reported health status. Ancillary immunologic mechanistic studies utilizing peripheral blood mononuclear cells (PBMCs) isolated at several pre- and post-infusion timepoints assess lymphocyte subsets by flow cytometry, T-cell responses to myelin antigens, and T-cell and B-cell regulatory functions. In vitro studies assess the mechanisms of MSC-induced immunomodulation and compare MSC-PBMC interactions in MS patients vs. controls. Results: 4 participants have been infused to date. Culture duration was 21-41 days, yielding cell doses for administration of 2x10^6 MSCs/kg (n=2) and 1.5x10^6 MSCs/kg (n=2). MSC cultures for 2 additional participants are in progress. Conclusions: Target enrollment by April 2012 is 10-12 participants. Updated study status will be presented. Supported by: Department of Defense, National Institutes of Health, Caroline Hurwitz Fund. Disclosure: Dr. Cohen has received personal compensation for activities with Biogen Idec, Eli Lilly & Company, Novartis, and Vaccinex. Dr. Cohen has received research support for activities with Biogen Idec, BioMS, Genzyme Corporation, Novartis, Synthon, and Teva Neuroscience. Dr. Bar-Or has received personal compensation for activities with Aventis Pharmaceuticals, Bayhill Therapeutics, Biogen Idec, Berlex Laboratories, Eli Lilly & Company, Genentech, Inc., GlaxoSmithKline, Ono Pharmaceutical, Diogenix, Roche Diagnostics Corporation, Merck Serono, Novartis, Teva Neuroscience. Dr. Bermel has received personal compensation for activities with Astellas, Biogen Idec, Novartis, and Teva Neuroscience as a consultant and/or speaker. Dr. Fisher has received personal compensation for activities with Biogen Idec. Dr. Fisher has received research support from Biogen Idec and Genzyme. Dr. Fox has received personal compensation for activities with Avanir, Biogen Idec, EMD Serono, and Novartis. Dr. Fox has received research support from Biogen Idec and Genentech, Inc. Dr. Gerson has received (royalty or license fee or contractual rights) payments from Osiris Therapeutics. Dr. Imrey has nothing to disclose. Dr. Lazarus has nothing to disclose. Dr. Planchon has nothing to disclose. Dr. Reese has nothing to disclose. Dr. Schwanger has nothing to disclose. Dr. Skaramagas has nothing to disclose.",https://www.semanticscholar.org/paper/1bd75a057673696da76826e1361f178a79dd5b79,1bd75a057673696da76826e1361f178a79dd5b79,phase 1 clinical trial autologous mesenchymal stem cell transplantation multiple sclerosis in8-2.003,"Jeffrey A. Cohen, A. Bar, R. Bermel, E. Fisher, R. Fox, S. Gerson, P. Imrey, H. Lazarus, S. Planchon, J. Reese, Cynthia Schwanger, T. Skaramagas",objective describe design progress ongoing phase 1 group-sequential trial autologous mesenchymal stem cell msc transplantation multiple sclerosis m background msc potent immunomodulatory tissue-protective repair-promoting property vitro animal model clinical trial support safety efficacy msc transplantation number human condition published experience m modest design/methods 24 participant relapsing form m expanded disability status scale eds 3.0-6.5 clinical mri activity prior 2 year optic nerve involvement enrolled bone-marrow-derived msc culture-expanded dmem 10 fetal bovine serum 10 ng/ml human fibroblast growth factor-2 cryopreserved confirmation release criterion 1-2x10^6 mscs/kg administered iv primary outcome feasibility safety tolerability data safety monitoring committee review every 4 participant exploratory efficacy endpoint comparing 2 month pre-infusion 6 month post-infusion include relapse disability eds m functional composite low-contrast letter acuity mri t2 lesion t1 lesion gadolinium-enhancing lesion whole brain gray matter atrophy diffusion tensor imaging magnetization transfer imaging optical coherence tomography visual evoked potential patient self-reported health status ancillary immunologic mechanistic study utilizing peripheral blood mononuclear cell pbmcs isolated several pre- post-infusion timepoints assess lymphocyte subset flow cytometry t-cell response myelin antigen t-cell b-cell regulatory function vitro study assess mechanism msc-induced immunomodulation compare msc-pbmc interaction m patient vs. control result 4 participant infused date culture duration 21-41 day yielding cell dos administration 2x10^6 mscs/kg n=2 1.5x10^6 mscs/kg n=2 msc culture 2 additional participant progress conclusion target enrollment april 2012 10-12 participant updated study status presented supported department defense national institute health caroline hurwitz fund disclosure dr. cohen received personal compensation activity biogen idec eli lilly company novartis vaccinex dr. cohen received research support activity biogen idec bioms genzyme corporation novartis synthon teva neuroscience dr. bar-or received personal compensation activity aventis pharmaceutical bayhill therapeutic biogen idec berlex laboratory eli lilly company genentech inc. glaxosmithkline ono pharmaceutical diogenix roche diagnostics corporation merck serono novartis teva neuroscience dr. bermel received personal compensation activity astellas biogen idec novartis teva neuroscience consultant and/or speaker dr. fisher received personal compensation activity biogen idec dr. fisher received research support biogen idec genzyme dr. fox received personal compensation activity avanir biogen idec emd serono novartis dr. fox received research support biogen idec genentech inc. dr. gerson received royalty license fee contractual right payment osiris therapeutic dr. imrey nothing disclose dr. lazarus nothing disclose dr. planchon nothing disclose dr. reese nothing disclose dr. schwanger nothing disclose dr. skaramagas nothing disclose,phase 1 clinical trial autologous mesenchymal stem cell transplantation multiple sclerosis in8-2.003 objective describe design progress ongoing phase 1 group-sequential trial autologous mesenchymal stem cell msc transplantation multiple sclerosis m background msc potent immunomodulatory tissue-protective repair-promoting property vitro animal model clinical trial support safety efficacy msc transplantation number human condition published experience m modest design/methods 24 participant relapsing form m expanded disability status scale eds 3.0-6.5 clinical mri activity prior 2 year optic nerve involvement enrolled bone-marrow-derived msc culture-expanded dmem 10 fetal bovine serum 10 ng/ml human fibroblast growth factor-2 cryopreserved confirmation release criterion 1-2x10^6 mscs/kg administered iv primary outcome feasibility safety tolerability data safety monitoring committee review every 4 participant exploratory efficacy endpoint comparing 2 month pre-infusion 6 month post-infusion include relapse disability eds m functional composite low-contrast letter acuity mri t2 lesion t1 lesion gadolinium-enhancing lesion whole brain gray matter atrophy diffusion tensor imaging magnetization transfer imaging optical coherence tomography visual evoked potential patient self-reported health status ancillary immunologic mechanistic study utilizing peripheral blood mononuclear cell pbmcs isolated several pre- post-infusion timepoints assess lymphocyte subset flow cytometry t-cell response myelin antigen t-cell b-cell regulatory function vitro study assess mechanism msc-induced immunomodulation compare msc-pbmc interaction m patient vs. control result 4 participant infused date culture duration 21-41 day yielding cell dos administration 2x10^6 mscs/kg n=2 1.5x10^6 mscs/kg n=2 msc culture 2 additional participant progress conclusion target enrollment april 2012 10-12 participant updated study status presented supported department defense national institute health caroline hurwitz fund disclosure dr. cohen received personal compensation activity biogen idec eli lilly company novartis vaccinex dr. cohen received research support activity biogen idec bioms genzyme corporation novartis synthon teva neuroscience dr. bar-or received personal compensation activity aventis pharmaceutical bayhill therapeutic biogen idec berlex laboratory eli lilly company genentech inc. glaxosmithkline ono pharmaceutical diogenix roche diagnostics corporation merck serono novartis teva neuroscience dr. bermel received personal compensation activity astellas biogen idec novartis teva neuroscience consultant and/or speaker dr. fisher received personal compensation activity biogen idec dr. fisher received research support biogen idec genzyme dr. fox received personal compensation activity avanir biogen idec emd serono novartis dr. fox received research support biogen idec genentech inc. dr. gerson received royalty license fee contractual right payment osiris therapeutic dr. imrey nothing disclose dr. lazarus nothing disclose dr. planchon nothing disclose dr. reese nothing disclose dr. schwanger nothing disclose dr. skaramagas nothing disclose,1,1_clinical_treatment_disease_patient
Chinese Dictionary for Multilingual Machine Translation Meiying ZHU Hiroshi UCHIDA,C. Or,,https://www.semanticscholar.org/paper/3ab75d91e4c10bc13a3ae67475c3223ded1e4754,3ab75d91e4c10bc13a3ae67475c3223ded1e4754,chinese dictionary multilingual machine translation meiying zhu hiroshi uchida,C. Or,,chinese dictionary multilingual machine translation meiying zhu hiroshi uchida ,4,4_student_learning_language_course
Towards Automatic 3D Reconstruction from 2D Floorplan Image,S. Or,,https://www.semanticscholar.org/paper/8735b488531c7be2919b34f3c7963627551bc735,8735b488531c7be2919b34f3c7963627551bc735,towards automatic 3d reconstruction 2d floorplan image,S. Or,,towards automatic 3d reconstruction 2d floorplan image ,7,7_motion_de_object_camera
Stomatology under the social security system of Guatemala,M. Or,,https://www.semanticscholar.org/paper/d48036a869aaf39611b64b14737b43d096d7031d,d48036a869aaf39611b64b14737b43d096d7031d,stomatology social security system guatemala,M. Or,,stomatology social security system guatemala ,-1,-1_research_study_paper_analysis
Pair Modeling with DynaLearn - Students' Attitudes and Actual Effects,"R. Or-Bach, B. Bredeweg","With DynaLearn learners can construct scientific knowledge by manipulating icons and their inter-relationships, using a diagrammatic representation. The diagrams represent models that can be simulated, confronting learners with the logical consequences of the knowledge they expressed. Such modeling activities are highly advocated by science educators. Learning from the construction and debugging processes of modeling can be enhanced by collaboration. The modeling elements can serve as anchors for discussing, justifying, and explaining the model. Researchers have suggested various ways of supporting collaboration. In this study we employed Pair Modeling, which is an adaptation of the pair programming technique that is used for enhancing collaborative programming both in the industry and in academia. In this paper we present encouraging results for the use of this collaboration technique based on assignments’ scores, observations, and a questionnaire. Students’ attitudes were neutral on the average, but the average score of the group that employed Pair Modeling was significantly higher than the average score of the control group that employed unstructured pair collaboration. We discuss the implications of the obtained results and the limitations of the study.",https://www.semanticscholar.org/paper/648bb7289dabe13f34492109c08a328426819fe8,648bb7289dabe13f34492109c08a328426819fe8,pair modeling dynalearn student attitude actual effect,"R. Or, B. Bredeweg",dynalearn learner construct scientific knowledge manipulating icon inter-relationships using diagrammatic representation diagram represent model simulated confronting learner logical consequence knowledge expressed modeling activity highly advocated science educator learning construction debugging process modeling enhanced collaboration modeling element serve anchor discussing justifying explaining model researcher suggested various way supporting collaboration study employed pair modeling adaptation pair programming technique used enhancing collaborative programming industry academia paper present encouraging result use collaboration technique based assignment ’ score observation questionnaire student ’ attitude neutral average average score group employed pair modeling significantly higher average score control group employed unstructured pair collaboration discus implication obtained result limitation study,pair modeling dynalearn student attitude actual effect dynalearn learner construct scientific knowledge manipulating icon inter-relationships using diagrammatic representation diagram represent model simulated confronting learner logical consequence knowledge expressed modeling activity highly advocated science educator learning construction debugging process modeling enhanced collaboration modeling element serve anchor discussing justifying explaining model researcher suggested various way supporting collaboration study employed pair modeling adaptation pair programming technique used enhancing collaborative programming industry academia paper present encouraging result use collaboration technique based assignment ’ score observation questionnaire student ’ attitude neutral average average score group employed pair modeling significantly higher average score control group employed unstructured pair collaboration discus implication obtained result limitation study,4,4_student_learning_language_course
Editorial,R. Kolisch,,https://www.semanticscholar.org/paper/103e602ec8b46623bc16ae92500fcf609fc92d80,103e602ec8b46623bc16ae92500fcf609fc92d80,editorial,R. Kolisch,,editorial ,-1,-1_research_study_paper_analysis
Logistics network design,"S. Nickel, F. Saldanha-da-Gama",,https://www.semanticscholar.org/paper/d9612992bf4b08999c82192b58f3e3a68fb9e42f,d9612992bf4b08999c82192b58f3e3a68fb9e42f,logistics network design,"S. Nickel, F. Saldanha",,logistics network design ,3,3_power_system_planning_voltage
Coreference resolution for portuguese using parallel corpora word alignment,"C. D. Souza, C. O. Asan",,https://www.semanticscholar.org/paper/bec802a27788dbbdbd17aef614b05a640890e513,bec802a27788dbbdbd17aef614b05a640890e513,coreference resolution portuguese using parallel corpus word alignment,"C. D. Souza, C. O. Asan",,coreference resolution portuguese using parallel corpus word alignment ,4,4_student_learning_language_course
"A Synthesis of Grice-Strawson‟s, and Putnam‟s Arguments in Defence of the Analytic-Synthetic Distinction",Or Taye,"Critical debates on the analytic- synthetic distinction1 started with W. V. Quine. He questioned all the grounds upon which the analytic-synthetic distinction is founded. After his critical assessment of the grounds upon which the purported distinction is based, he found out that all these grounds are not sufficient to justify the distinction. He then declared the analytic-synthetic distinction unjustified. Grice and Strawson, Putnam, and other proponents of the distinction have made serious attempts to defend it. This paper critically researches into the arguments of the opponents of Quine with a view to assessing the strength and weaknesses and then come out with a synthesis of the arguments. In other words, the paper intends to attempt an alternative defence of the analytic-synthetic distinction from the synthesis of the arguments. Keywords : Semantical rule, Satisfactory explanation, Analyticity, Formal language, Web of belief.",https://www.semanticscholar.org/paper/e566c1b479ebc8268f22dcd9e5713d58d78303bd,e566c1b479ebc8268f22dcd9e5713d58d78303bd,synthesis grice-strawson‟s putnam‟s argument defence analytic-synthetic distinction,Or Taye,critical debate analytic- synthetic distinction1 started w. v. quine questioned ground upon analytic-synthetic distinction founded critical assessment ground upon purported distinction based found ground sufficient justify distinction declared analytic-synthetic distinction unjustified grice strawson putnam proponent distinction made serious attempt defend paper critically research argument opponent quine view assessing strength weakness come synthesis argument word paper intends attempt alternative defence analytic-synthetic distinction synthesis argument keywords semantical rule satisfactory explanation analyticity formal language web belief,synthesis grice-strawson‟s putnam‟s argument defence analytic-synthetic distinction critical debate analytic- synthetic distinction1 started w. v. quine questioned ground upon analytic-synthetic distinction founded critical assessment ground upon purported distinction based found ground sufficient justify distinction declared analytic-synthetic distinction unjustified grice strawson putnam proponent distinction made serious attempt defend paper critically research argument opponent quine view assessing strength weakness come synthesis argument word paper intends attempt alternative defence analytic-synthetic distinction synthesis argument keywords semantical rule satisfactory explanation analyticity formal language web belief,-1,-1_research_study_paper_analysis
UvA-DARE ( Digital Academic Repository ) Pair modeling with DynaLearn-Students ' attitudes and actual effects,Or-Bach,,https://www.semanticscholar.org/paper/c0198117aa6445197d78832655dedea556ff0de1,c0198117aa6445197d78832655dedea556ff0de1,uva-dare digital academic repository pair modeling dynalearn-students attitude actual effect,Or,,uva-dare digital academic repository pair modeling dynalearn-students attitude actual effect ,4,4_student_learning_language_course
